粉尘名称：
粉尘粒径：
粉尘含水量：

初始含氧量：
初始压力：
测试浓度：
点火能量：
反应器体积：0.000Lt1Pmax=0.628149,t=0.274700S(dp/dt)max=698.164321/S  kst=698.164321.m/St2Pmax=0.631058,t=0.274700S(dp/dt)max=815.362646/S  kst=815.362646.m/St3Pmax=0.636721,t=0.324900S(dp/dt)max=947.061579/S  kst=947.061579.m/S时间	t1	t2	t3	t4
D:H:M:S				
01:08:00:00	0.572709	0.577164	0.579075	0.577854
01:08:00:00	0.573899	0.577142	0.579315	0.578568
01:08:00:00	0.579511	0.573788	0.578376	0.584672
01:08:00:00	0.578922	0.583485	0.581511	0.581737
01:08:00:00	0.578267	0.579458	0.583877	0.582436
01:08:00:00	0.576242	0.581872	0.582961	0.581716
01:08:00:00	0.580144	0.582845	0.584533	0.579659
01:08:00:00	0.581661	0.579706	0.579940	0.580601
01:08:00:00	0.578445	0.579657	0.577995	0.584122
01:08:00:00	0.575289	0.580893	0.578378	0.583007
01:08:00:00	0.574996	0.582426	0.580994	0.578447
01:08:00:00	0.578079	0.583281	0.583534	0.576557
01:08:00:00	0.577993	0.575085	0.584926	0.579312
01:08:00:00	0.575864	0.574367	0.580013	0.582032
01:08:00:00	0.576717	0.583255	0.575918	0.579274
01:08:00:00	0.576363	0.580772	0.580905	0.583560
01:08:00:00	0.574191	0.577755	0.576201	0.584032
01:08:00:00	0.580464	0.575467	0.580559	0.578661
01:08:00:00	0.573198	0.576799	0.580719	0.583760
01:08:00:00	0.576688	0.578094	0.581184	0.575596
01:08:00:00	0.576279	0.577680	0.579639	0.583743
01:08:00:00	0.574520	0.578199	0.582871	0.581943
01:08:00:00	0.573454	0.580798	0.580689	0.579640
01:08:00:00	0.577527	0.575922	0.576465	0.582157
01:08:00:00	0.578860	0.573655	0.585425	0.574821
01:08:00:00	0.579641	0.579022	0.582798	0.580450
01:08:00:00	0.573177	0.575736	0.579176	0.582766
01:08:00:00	0.576507	0.582347	0.581045	0.581742
01:08:00:00	0.578772	0.574767	0.585697	0.579110
01:08:00:00	0.573804	0.577098	0.585077	0.579938
01:08:00:00	0.572384	0.582925	0.576050	0.581021
01:08:00:00	0.572209	0.574979	0.577526	0.580670
01:08:00:00	0.573262	0.582513	0.577538	0.579523
01:08:00:00	0.578689	0.576296	0.581059	0.578503
01:08:00:00	0.578053	0.573460	0.576680	0.579946
01:08:00:00	0.582100	0.583097	0.585540	0.580015
01:08:00:00	0.580183	0.574861	0.581028	0.579696
01:08:00:00	0.577628	0.577557	0.581622	0.575598
01:08:00:00	0.575297	0.574062	0.576546	0.580906
01:08:00:00	0.578119	0.575483	0.576321	0.582720
01:08:00:00	0.581038	0.581200	0.584202	0.582105
01:08:00:00	0.579615	0.573356	0.581559	0.576153
01:08:00:00	0.573441	0.573885	0.582006	0.580758
01:08:00:00	0.576046	0.577329	0.581809	0.580161
01:08:00:00	0.577375	0.581503	0.582140	0.575253
01:08:00:00	0.578947	0.575721	0.581036	0.580122
01:08:00:00	0.580976	0.582196	0.578736	0.578761
01:08:00:00	0.579518	0.575225	0.577359	0.580063
01:08:00:00	0.577577	0.582943	0.578617	0.576106
01:08:00:00	0.577550	0.575531	0.577908	0.577115
01:08:00:00	0.576007	0.581065	0.580960	0.580963
01:08:00:00	0.579787	0.583219	0.578245	0.581985
01:08:00:00	0.573249	0.578959	0.579699	0.582757
01:08:00:00	0.572414	0.581501	0.579250	0.578935
01:08:00:00	0.578730	0.579275	0.578897	0.578299
01:08:00:00	0.573776	0.577709	0.578908	0.581857
01:08:00:00	0.575687	0.575317	0.577468	0.575101
01:08:00:00	0.578263	0.576741	0.582816	0.579201
01:08:00:00	0.580122	0.576739	0.581808	0.582122
01:08:00:00	0.581576	0.581277	0.579126	0.584314
01:08:00:00	0.579687	0.583107	0.584932	0.574856
01:08:00:00	0.577938	0.576371	0.577517	0.578915
01:08:00:00	0.580870	0.574888	0.584949	0.575451
01:08:00:00	0.577819	0.578307	0.578936	0.582726
01:08:00:00	0.573962	0.580199	0.578545	0.580789
01:08:00:00	0.579833	0.575823	0.583999	0.582899
01:08:00:00	0.576606	0.582598	0.584441	0.578902
01:08:00:00	0.574801	0.574355	0.584450	0.584266
01:08:00:00	0.576722	0.578783	0.576478	0.580634
01:08:00:00	0.580244	0.577911	0.581809	0.577020
01:08:00:00	0.580719	0.581340	0.581648	0.583775
01:08:00:00	0.581328	0.578468	0.582030	0.577848
01:08:00:00	0.579937	0.582843	0.581441	0.583049
01:08:00:00	0.579755	0.574317	0.577131	0.583664
01:08:00:00	0.572314	0.581525	0.577318	0.578081
01:08:00:00	0.578669	0.578924	0.582656	0.579259
01:08:00:00	0.578336	0.583064	0.578843	0.583143
01:08:00:00	0.581882	0.580713	0.577124	0.575024
01:08:00:00	0.573191	0.577295	0.578202	0.578971
01:08:00:00	0.573367	0.575695	0.582298	0.583638
01:08:00:00	0.572396	0.578840	0.583041	0.580329
01:08:00:00	0.572152	0.574278	0.576695	0.577531
01:08:00:00	0.578004	0.575592	0.578795	0.583875
01:08:00:00	0.572170	0.573724	0.577183	0.575822
01:08:00:00	0.578203	0.580730	0.575654	0.579624
01:08:00:00	0.578226	0.580611	0.579531	0.578776
01:08:00:00	0.579040	0.579843	0.581652	0.575094
01:08:00:00	0.578171	0.579878	0.584883	0.581812
01:08:00:00	0.581228	0.576556	0.578293	0.576647
01:08:00:00	0.578734	0.573105	0.576120	0.576952
01:08:00:00	0.576250	0.578526	0.585211	0.580542
01:08:00:00	0.579593	0.581089	0.583135	0.578825
01:08:00:00	0.572365	0.582576	0.583514	0.580361
01:08:00:00	0.578639	0.580568	0.583832	0.578033
01:08:00:00	0.573837	0.580587	0.578750	0.574837
01:08:00:00	0.581606	0.582062	0.580895	0.577279
01:08:00:00	0.575656	0.582528	0.584093	0.583955
01:08:00:00	0.573081	0.576171	0.582106	0.579308
01:08:00:00	0.575241	0.575656	0.581968	0.578387
01:08:00:00	0.571869	0.577913	0.579016	0.577804
01:08:00:00	0.573374	0.581925	0.576621	0.583920
01:08:00:00	0.572357	0.577796	0.578736	0.578620
01:08:00:00	0.578294	0.575064	0.580873	0.579857
01:08:00:00	0.577981	0.578837	0.576095	0.578953
01:08:00:00	0.579227	0.578377	0.576669	0.576000
01:08:00:00	0.581034	0.580015	0.575446	0.579508
01:08:00:00	0.574512	0.576632	0.583563	0.579667
01:08:00:00	0.572392	0.582003	0.578026	0.577411
01:08:00:00	0.573820	0.582788	0.581316	0.579930
01:08:00:00	0.578487	0.577607	0.579520	0.582416
01:08:00:00	0.575230	0.581391	0.575630	0.580770
01:08:00:00	0.580021	0.578221	0.577626	0.583503
01:08:00:00	0.578911	0.577221	0.575651	0.575488
01:08:00:00	0.572519	0.581521	0.583818	0.576199
01:08:00:00	0.574309	0.579034	0.582326	0.574463
01:08:00:00	0.578808	0.576541	0.581729	0.575328
01:08:00:00	0.577592	0.573076	0.581503	0.575884
01:08:00:00	0.580162	0.574604	0.580098	0.580203
01:08:00:00	0.577403	0.581468	0.584549	0.583456
01:08:00:00	0.572153	0.573209	0.576006	0.581599
01:08:00:00	0.574923	0.581291	0.575579	0.580603
01:08:00:00	0.578433	0.580568	0.576995	0.575274
01:08:00:00	0.581410	0.574559	0.582600	0.582013
01:08:00:00	0.579369	0.578261	0.575401	0.575147
01:08:00:00	0.574170	0.575392	0.583811	0.582662
01:08:00:00	0.575564	0.576639	0.580075	0.583735
01:08:00:00	0.579632	0.578680	0.578523	0.576775
01:08:00:00	0.572393	0.578890	0.582828	0.580318
01:08:00:00	0.579717	0.582799	0.578581	0.581187
01:08:00:00	0.580439	0.577615	0.581129	0.576761
01:08:00:00	0.571692	0.578962	0.580128	0.580422
01:08:00:00	0.577089	0.575513	0.582923	0.582909
01:08:00:00	0.577810	0.581209	0.575864	0.573998
01:08:00:00	0.577890	0.580683	0.582301	0.576970
01:08:00:00	0.575342	0.582259	0.582260	0.577052
01:08:00:00	0.578179	0.577513	0.584367	0.580948
01:08:00:00	0.575404	0.582062	0.584082	0.581649
01:08:00:00	0.573625	0.573317	0.577052	0.576923
01:08:00:00	0.572457	0.574585	0.584224	0.580259
01:08:00:00	0.579162	0.582024	0.576827	0.574545
01:08:00:00	0.575172	0.575409	0.580557	0.583087
01:08:00:00	0.577255	0.580201	0.584606	0.578725
01:08:00:00	0.581375	0.580598	0.584132	0.581931
01:08:00:00	0.577391	0.582133	0.578137	0.582178
01:08:00:00	0.578558	0.576455	0.575400	0.580442
01:08:00:00	0.575874	0.574631	0.576191	0.574836
01:08:00:00	0.581212	0.573527	0.578135	0.575818
01:08:00:00	0.575216	0.575167	0.578891	0.575444
01:08:00:00	0.575478	0.579568	0.579286	0.581040
01:08:00:00	0.574716	0.573058	0.584722	0.581346
01:08:00:00	0.578275	0.582485	0.576130	0.578339
01:08:00:00	0.578382	0.581238	0.578966	0.580749
01:08:00:00	0.574030	0.579555	0.580682	0.579606
01:08:00:00	0.578163	0.579632	0.582408	0.578525
01:08:00:00	0.576876	0.575412	0.576617	0.580372
01:08:00:00	0.575171	0.578265	0.575713	0.576273
01:08:00:00	0.577697	0.579737	0.580291	0.576329
01:08:00:00	0.574113	0.581413	0.583820	0.577128
01:08:00:00	0.576661	0.582313	0.575820	0.579253
01:08:00:00	0.578005	0.577343	0.576436	0.574342
01:08:00:00	0.575501	0.577901	0.583685	0.576546
01:08:00:00	0.580995	0.579668	0.582524	0.574900
01:08:00:00	0.580881	0.577430	0.578133	0.582869
01:08:00:00	0.578861	0.577313	0.579277	0.575817
01:08:00:00	0.579254	0.574243	0.575472	0.574109
01:08:00:00	0.572679	0.581841	0.582291	0.574638
01:08:00:00	0.577674	0.578893	0.584556	0.579858
01:08:00:00	0.579065	0.576576	0.584787	0.580109
01:08:00:00	0.576450	0.582448	0.578911	0.583135
01:08:00:00	0.571909	0.575007	0.581573	0.579575
01:08:00:00	0.580209	0.578018	0.580468	0.580145
01:08:00:00	0.580605	0.577956	0.584848	0.578010
01:08:00:00	0.575432	0.575547	0.582670	0.579321
01:08:00:00	0.572687	0.575609	0.582589	0.581079
01:08:00:00	0.578053	0.572904	0.579230	0.581982
01:08:00:00	0.577051	0.582170	0.583362	0.579435
01:08:00:00	0.575501	0.579637	0.578760	0.581970
01:08:00:00	0.580819	0.576032	0.580251	0.577866
01:08:00:00	0.578413	0.580375	0.576428	0.578815
01:08:00:00	0.573452	0.577800	0.579889	0.578491
01:08:00:00	0.578218	0.576527	0.575499	0.579678
01:08:00:00	0.578148	0.578770	0.583756	0.579287
01:08:00:00	0.573576	0.580214	0.581809	0.574588
01:08:00:00	0.581165	0.579012	0.582183	0.576822
01:08:00:00	0.575380	0.580974	0.578758	0.576243
01:08:00:00	0.579591	0.582057	0.580813	0.573772
01:08:00:00	0.581125	0.574109	0.575069	0.576426
01:08:00:00	0.576315	0.577355	0.582007	0.580948
01:08:00:00	0.575745	0.580465	0.577712	0.581312
01:08:00:00	0.577839	0.575447	0.580514	0.577479
01:08:00:00	0.574037	0.574071	0.582533	0.575960
01:08:00:00	0.578768	0.577158	0.577876	0.577723
01:08:00:00	0.572124	0.573529	0.579623	0.575477
01:08:00:00	0.573692	0.573554	0.575877	0.583589
01:08:00:00	0.571334	0.579713	0.583735	0.573791
01:08:00:00	0.573554	0.575585	0.575126	0.576009
01:08:00:00	0.576004	0.575514	0.576261	0.581155
01:08:00:00	0.572777	0.572801	0.579893	0.582789
01:08:00:00	0.578173	0.576249	0.577125	0.575593
01:08:00:00	0.579788	0.576473	0.583346	0.579695
01:08:00:00	0.571346	0.582232	0.582688	0.575193
01:08:00:00	0.574313	0.572823	0.575605	0.580303
01:08:00:00	0.572996	0.576999	0.583651	0.578792
01:08:00:00	0.577411	0.574884	0.580437	0.579326
01:08:00:00	0.579174	0.577863	0.583913	0.578160
01:08:00:00	0.575424	0.576826	0.581793	0.580330
01:08:00:00	0.574436	0.580329	0.576073	0.579301
01:08:00:00	0.580329	0.575742	0.581233	0.577296
01:08:00:00	0.573925	0.574323	0.583165	0.575279
01:08:00:00	0.575969	0.578408	0.576981	0.576478
01:08:00:00	0.573896	0.576162	0.575034	0.576042
01:08:00:00	0.575631	0.574798	0.578013	0.576044
01:08:00:00	0.575775	0.580109	0.582893	0.576138
01:08:00:00	0.580458	0.573235	0.576026	0.578546
01:08:00:00	0.575821	0.580358	0.577633	0.575039
01:08:00:00	0.579679	0.581470	0.579280	0.582555
01:08:00:00	0.574011	0.581635	0.580279	0.574319
01:08:00:00	0.571178	0.578367	0.575610	0.579959
01:08:00:00	0.571193	0.577377	0.576940	0.575339
01:08:00:00	0.577663	0.573861	0.580187	0.576401
01:08:00:00	0.572671	0.576628	0.584498	0.582697
01:08:00:00	0.574375	0.581402	0.579772	0.574811
01:08:00:00	0.580739	0.572582	0.577108	0.580444
01:08:00:00	0.579575	0.581578	0.577169	0.582318
01:08:00:00	0.577055	0.576449	0.580081	0.583336
01:08:00:00	0.572039	0.576197	0.576729	0.578864
01:08:00:00	0.576643	0.580904	0.576433	0.577072
01:08:00:00	0.575315	0.579113	0.574717	0.582895
01:08:00:00	0.579271	0.577889	0.575733	0.578576
01:08:00:00	0.577613	0.581371	0.578129	0.576540
01:08:00:00	0.573446	0.572781	0.577048	0.573910
01:08:00:00	0.578131	0.579979	0.574934	0.581952
01:08:00:00	0.580311	0.581963	0.579472	0.583299
01:08:00:00	0.575811	0.577434	0.583549	0.578577
01:08:00:00	0.574981	0.581942	0.581525	0.576897
01:08:00:00	0.580028	0.572602	0.580515	0.581059
01:08:00:00	0.578558	0.572167	0.581076	0.579731
01:08:00:00	0.576075	0.578153	0.578007	0.579052
01:08:00:00	0.578416	0.574534	0.581142	0.576154
01:08:00:00	0.576735	0.572792	0.578589	0.574940
01:08:00:00	0.579480	0.580296	0.575056	0.575436
01:08:00:00	0.574206	0.574754	0.584394	0.573360
01:08:00:00	0.575122	0.572794	0.577350	0.576616
01:08:00:00	0.578265	0.580622	0.574622	0.575398
01:08:00:00	0.577397	0.577345	0.580263	0.574055
01:08:00:00	0.574048	0.573980	0.582602	0.580260
01:08:00:00	0.572456	0.576928	0.580109	0.583192
01:08:00:00	0.572844	0.572562	0.577034	0.575681
01:08:00:00	0.574121	0.580937	0.583688	0.580347
01:08:00:00	0.578609	0.580833	0.579291	0.578234
01:08:00:00	0.580181	0.575562	0.579699	0.575521
01:08:00:00	0.572812	0.576257	0.579217	0.580808
01:08:00:00	0.579243	0.580795	0.575978	0.576539
01:08:00:00	0.576664	0.575004	0.578410	0.579653
01:08:00:00	0.579988	0.580724	0.584028	0.582255
01:08:00:00	0.580035	0.573532	0.575636	0.580094
01:08:00:00	0.571924	0.579690	0.579531	0.579385
01:08:00:00	0.576443	0.575039	0.581602	0.573764
01:08:00:00	0.576925	0.572100	0.579746	0.581557
01:08:00:00	0.577059	0.578250	0.582272	0.579636
01:08:00:00	0.576133	0.578790	0.576965	0.575461
01:08:00:00	0.579408	0.574490	0.575480	0.574973
01:08:00:00	0.577609	0.579853	0.577743	0.575930
01:08:00:00	0.573870	0.574333	0.574570	0.576915
01:08:00:00	0.572562	0.576716	0.574969	0.577227
01:08:00:00	0.578345	0.579111	0.576719	0.578587
01:08:00:00	0.574706	0.577040	0.575363	0.579942
01:08:00:00	0.571278	0.573146	0.577980	0.577230
01:08:00:00	0.575374	0.574551	0.577612	0.576095
01:08:00:00	0.579047	0.578802	0.578257	0.574343
01:08:00:00	0.579217	0.580241	0.579051	0.576929
01:08:00:00	0.580371	0.573380	0.580537	0.580491
01:08:00:00	0.571452	0.574191	0.575975	0.577725
01:08:00:00	0.571150	0.574229	0.581426	0.575096
01:08:00:00	0.571174	0.579978	0.583327	0.582043
01:08:00:00	0.590851	0.543715	0.563165	0.577174
01:08:00:00	0.604946	0.590723	0.618487	0.563484
01:08:00:00	0.546264	0.552162	0.586987	0.556622
01:08:00:00	0.561872	0.584969	0.591244	0.571283
01:08:00:00	0.543130	0.589303	0.572164	0.600833
01:08:00:00	0.571700	0.576133	0.553344	0.585643
01:08:00:00	0.589890	0.575400	0.571099	0.577761
01:08:00:00	0.582028	0.589122	0.568338	0.573749
01:08:00:00	0.564209	0.569470	0.586063	0.573562
01:08:00:00	0.553567	0.563523	0.560836	0.575317
01:08:00:00	0.570854	0.581395	0.574520	0.579491
01:08:00:00	0.570679	0.573449	0.575996	0.579140
01:08:00:00	0.571732	0.580983	0.576008	0.577993
01:08:00:00	0.577159	0.574766	0.579529	0.576973
01:08:00:00	0.576523	0.571930	0.575150	0.578416
01:08:00:00	0.580570	0.581567	0.584010	0.578485
01:08:00:00	0.578653	0.573331	0.579498	0.578166
01:08:00:00	0.576098	0.576027	0.580092	0.574068
01:08:00:00	0.573767	0.572532	0.575016	0.579376
01:08:00:00	0.576589	0.573953	0.574791	0.581190
01:08:00:00	0.579508	0.579670	0.582672	0.580575
01:08:00:00	0.578085	0.571826	0.580029	0.574623
01:08:00:00	0.571911	0.572355	0.580476	0.579228
01:08:00:00	0.574516	0.575799	0.580279	0.578631
01:08:00:00	0.575845	0.579973	0.580610	0.573723
01:08:00:00	0.577417	0.574191	0.579506	0.578592
01:08:00:00	0.579446	0.580666	0.577206	0.577231
01:08:00:00	0.577988	0.573695	0.575829	0.578533
01:08:00:00	0.576047	0.581413	0.577087	0.574576
01:08:00:00	0.576020	0.574001	0.576378	0.575585
01:08:00:00	0.574477	0.579535	0.579430	0.579433
01:08:00:00	0.578257	0.581689	0.576715	0.580455
01:08:00:00	0.571719	0.577429	0.578169	0.581227
01:08:00:00	0.570884	0.579971	0.577720	0.577405
01:08:00:00	0.577200	0.577745	0.577367	0.576769
01:08:00:00	0.572246	0.576179	0.577378	0.580327
01:08:00:00	0.574157	0.573787	0.575938	0.573571
01:08:00:00	0.576733	0.575211	0.581286	0.577671
01:08:00:00	0.578592	0.575209	0.580278	0.580592
01:08:00:00	0.580046	0.579747	0.577596	0.582784
01:08:00:00	0.578157	0.581577	0.583402	0.573326
01:08:00:00	0.576408	0.574841	0.575987	0.577385
01:08:00:00	0.579340	0.573358	0.583419	0.573921
01:08:00:00	0.576289	0.576777	0.577406	0.581196
01:08:00:00	0.572432	0.578669	0.577015	0.579259
01:08:00:00	0.578303	0.574293	0.582469	0.581369
01:08:00:00	0.575076	0.581068	0.582911	0.577372
01:08:00:00	0.573271	0.572825	0.582920	0.582736
01:08:00:00	0.575192	0.577253	0.574948	0.579104
01:08:00:00	0.578714	0.576381	0.580279	0.575490
01:08:00:00	0.579189	0.579810	0.580118	0.582245
01:08:00:00	0.579798	0.576938	0.580500	0.576318
01:08:00:00	0.578407	0.581313	0.579911	0.581519
01:08:00:00	0.578225	0.572787	0.575601	0.582134
01:08:00:00	0.570784	0.579995	0.575788	0.576551
01:08:00:00	0.577139	0.577394	0.581126	0.577729
01:08:00:00	0.576806	0.581534	0.577313	0.581613
01:08:00:00	0.580352	0.579183	0.575594	0.573494
01:08:00:00	0.571661	0.575765	0.576672	0.577441
01:08:00:00	0.571837	0.574165	0.580768	0.582108
01:08:00:00	0.570866	0.577310	0.581511	0.578799
01:08:00:00	0.570622	0.572748	0.575165	0.576001
01:08:00:00	0.576474	0.574062	0.577265	0.582345
01:08:00:00	0.570640	0.572194	0.575653	0.574292
01:08:00:00	0.576673	0.579200	0.574124	0.578094
01:08:00:00	0.576696	0.579081	0.578001	0.577246
01:08:00:00	0.577510	0.578313	0.580122	0.573564
01:08:00:00	0.576641	0.578348	0.583353	0.580282
01:08:00:00	0.579698	0.575026	0.576763	0.575117
01:08:00:00	0.577204	0.571575	0.574590	0.575422
01:08:00:00	0.574720	0.576996	0.583681	0.579012
01:08:00:00	0.578063	0.579559	0.581605	0.577295
01:08:00:00	0.570835	0.581046	0.581984	0.578831
01:08:00:00	0.577109	0.579038	0.582302	0.576503
01:08:00:00	0.572307	0.579057	0.577220	0.573307
01:08:00:00	0.580076	0.580532	0.579365	0.575749
01:08:00:00	0.574126	0.580998	0.582563	0.582425
01:08:00:00	0.571551	0.574641	0.580576	0.577778
01:08:00:00	0.573711	0.574126	0.580438	0.576857
01:08:00:00	0.570339	0.576383	0.577486	0.576274
01:08:00:00	0.571844	0.580395	0.575091	0.582390
01:08:00:00	0.570827	0.576266	0.577206	0.577090
01:08:00:00	0.576764	0.573534	0.579343	0.578327
01:08:00:00	0.576451	0.577307	0.574565	0.577423
01:08:00:00	0.577697	0.576847	0.575139	0.574470
01:08:00:00	0.579504	0.578485	0.573916	0.577978
01:08:00:00	0.572982	0.575102	0.582033	0.578137
01:08:00:00	0.570862	0.580473	0.576496	0.575881
01:08:00:00	0.572290	0.581258	0.579786	0.578400
01:08:00:00	0.576957	0.576077	0.577990	0.580886
01:08:00:00	0.573700	0.579861	0.574100	0.579240
01:08:00:00	0.578491	0.576691	0.576096	0.581973
01:08:00:00	0.577381	0.575691	0.574121	0.573958
01:08:00:00	0.570989	0.579991	0.582288	0.574669
01:08:00:00	0.572779	0.577504	0.580796	0.572933
01:08:00:00	0.577278	0.575011	0.580199	0.573798
01:08:00:00	0.576062	0.571546	0.579973	0.574354
01:08:00:00	0.578632	0.573074	0.578568	0.578673
01:08:00:00	0.575873	0.579938	0.583019	0.581926
01:08:00:00	0.570623	0.571679	0.574476	0.580069
01:08:00:00	0.573393	0.579761	0.574049	0.579073
01:08:00:00	0.576903	0.579038	0.575465	0.573744
01:08:00:00	0.579880	0.573029	0.581070	0.580483
01:08:00:00	0.577839	0.576731	0.573871	0.573617
01:08:00:00	0.572640	0.573862	0.582281	0.581132
01:08:00:00	0.574034	0.575109	0.578545	0.582205
01:08:00:00	0.578102	0.577150	0.576993	0.575245
01:08:00:00	0.570863	0.577360	0.581298	0.578788
01:08:00:00	0.578187	0.581269	0.577051	0.579657
01:08:00:00	0.578909	0.576085	0.579599	0.575231
01:08:00:00	0.570162	0.577432	0.578598	0.578892
01:08:00:00	0.575559	0.573983	0.581393	0.581379
01:08:00:00	0.576280	0.579679	0.574334	0.572468
01:08:00:00	0.576360	0.579153	0.580771	0.575440
01:08:00:00	0.573812	0.580729	0.580730	0.575522
01:08:00:00	0.576649	0.575983	0.582837	0.579418
01:08:00:00	0.573874	0.580532	0.582552	0.580119
01:08:00:00	0.572095	0.571787	0.575522	0.575393
01:08:00:00	0.570927	0.573055	0.582694	0.578729
01:08:00:00	0.577632	0.580494	0.575297	0.573015
01:08:00:00	0.573642	0.573879	0.579027	0.581557
01:08:00:00	0.575725	0.578671	0.583076	0.577195
01:08:00:00	0.579845	0.579068	0.582602	0.580401
01:08:00:00	0.575861	0.580603	0.576607	0.580648
01:08:00:00	0.577028	0.574925	0.573870	0.578912
01:08:00:00	0.574344	0.573101	0.574661	0.573306
01:08:00:00	0.579682	0.571997	0.576605	0.574288
01:08:00:00	0.573686	0.573637	0.577361	0.573914
01:08:00:00	0.573948	0.578038	0.577756	0.579510
01:08:00:00	0.573186	0.571528	0.583192	0.579816
01:08:00:00	0.576745	0.580955	0.574600	0.576809
01:08:00:00	0.576852	0.579708	0.577436	0.579219
01:08:00:00	0.572500	0.578025	0.579152	0.578076
01:08:00:00	0.576633	0.578102	0.580878	0.576995
01:08:00:00	0.575346	0.573882	0.575087	0.578842
01:08:00:00	0.573641	0.576735	0.574183	0.574743
01:08:00:00	0.576167	0.578207	0.578761	0.574799
01:08:00:00	0.572583	0.579883	0.582290	0.575598
01:08:00:00	0.575131	0.580783	0.574290	0.577723
01:08:00:00	0.576475	0.575813	0.574906	0.572812
01:08:00:00	0.573971	0.576371	0.582155	0.575016
01:08:00:00	0.579465	0.578138	0.580994	0.573370
01:08:00:00	0.579351	0.575900	0.576603	0.581339
01:08:00:00	0.577331	0.575783	0.577747	0.574287
01:08:00:00	0.577724	0.572713	0.573942	0.572579
01:08:00:00	0.571149	0.580311	0.580761	0.573108
01:08:00:00	0.576144	0.577363	0.583026	0.578328
01:08:00:00	0.577535	0.575046	0.583257	0.578579
01:08:00:00	0.574920	0.580918	0.577381	0.581605
01:08:00:00	0.570379	0.573477	0.580043	0.578045
01:08:00:00	0.578679	0.576488	0.578938	0.578615
01:08:00:00	0.579075	0.576426	0.583318	0.576480
01:08:00:00	0.573902	0.574017	0.581140	0.577791
01:08:00:00	0.571157	0.574079	0.581059	0.579549
01:08:00:00	0.576523	0.571374	0.577700	0.580452
01:08:00:00	0.575521	0.580640	0.581832	0.577905
01:08:00:00	0.573971	0.578107	0.577230	0.580440
01:08:00:00	0.579289	0.574502	0.578721	0.576336
01:08:00:00	0.576883	0.578845	0.574898	0.577285
01:08:00:00	0.571922	0.576270	0.578359	0.576961
01:08:00:00	0.576688	0.574997	0.573969	0.578148
01:08:00:00	0.576618	0.577240	0.582226	0.577757
01:08:00:00	0.572046	0.578684	0.580279	0.573058
01:08:00:00	0.579635	0.577482	0.580653	0.575292
01:08:00:00	0.573850	0.579444	0.577228	0.574713
01:08:00:00	0.578061	0.580527	0.579283	0.572242
01:08:00:00	0.579595	0.572579	0.573539	0.574896
01:08:00:00	0.574785	0.575825	0.580477	0.579418
01:08:00:00	0.574215	0.578935	0.576182	0.579782
01:08:00:00	0.576309	0.573917	0.578984	0.575949
01:08:00:00	0.572507	0.572541	0.581003	0.574430
